timestamp,open,high,low,close,volume,quote_volume,trades,date
1704067200000,42283.58,42554.57,42261.02,42419.73,823.95971,34966550.5579296,29983,2024-01-01 00:00:00+00:00
1704069000000,42419.73,42490.74,42354.19,42475.23,447.72137,18990698.4158594,17151,2024-01-01 00:30:00+00:00
1704070800000,42475.23,42513.17,42431.65,42493.16,341.2479,14492995.5562032,13836,2024-01-01 01:00:00+00:00
1704072600000,42493.16,42775.0,42493.16,42613.56,855.13066,36491897.7919384,36560,2024-01-01 01:30:00+00:00
1704074400000,42613.57,42638.41,42531.1,42546.01,356.59799,15178732.7650154,15307,2024-01-01 02:00:00+00:00
1704076200000,42546.0,42606.25,42500.0,42581.1,328.62181,13988645.2082221,14556,2024-01-01 02:30:00+00:00
1704078000000,42581.09,42586.64,42419.39,42429.47,344.99248,14664278.6559735,16286,2024-01-01 03:00:00+00:00
1704079800000,42429.47,42459.02,42230.08,42330.49,449.81143,19044771.6181401,22334,2024-01-01 03:30:00+00:00
1704081600000,42330.5,42377.43,42209.46,42307.39,418.97363,17720665.4782348,20123,2024-01-01 04:00:00+00:00
1704083400000,42307.4,42399.99,42283.86,42399.99,296.44397,12550955.5225042,15915,2024-01-01 04:30:00+00:00
1704085200000,42399.98,42406.0,42297.9,42297.91,371.73868,15742483.9837821,15505,2024-01-01 05:00:00+00:00
1704087000000,42297.91,42321.13,42180.77,42234.01,364.79284,15417049.4926281,16695,2024-01-01 05:30:00+00:00
1704088800000,42234.01,42344.76,42208.68,42321.1,308.85704,13060141.1531681,13060,2024-01-01 06:00:00+00:00
1704090600000,42321.1,42424.82,42309.15,42396.69,292.51546,12393974.6915811,19593,2024-01-01 06:30:00+00:00
1704092400000,42396.69,42500.0,42396.68,42487.7,408.0417,17324373.9062417,16273,2024-01-01 07:00:00+00:00
1704094200000,42487.7,42500.0,42432.56,42492.46,245.63548,10433555.6764115,11388,2024-01-01 07:30:00+00:00
1704096000000,42492.46,42537.53,42452.58,42482.0,230.6424,9802504.5951643,12867,2024-01-01 08:00:00+00:00
1704097800000,42482.0,42556.5,42461.1,42549.99,196.55125,8355527.4761834,12179,2024-01-01 08:30:00+00:00
1704099600000,42550.0,42658.44,42537.18,42588.01,381.42169,16245023.1916847,19243,2024-01-01 09:00:00+00:00
1704101400000,42588.01,42699.32,42588.0,42649.69,498.20322,21250885.9603099,20442,2024-01-01 09:30:00+00:00
1704103200000,42649.69,42708.93,42628.0,42666.42,408.70667,17437214.2148636,17428,2024-01-01 10:00:00+00:00
1704105000000,42666.41,42749.36,42666.41,42691.1,448.11184,19138190.0129149,15524,2024-01-01 10:30:00+00:00
1704106800000,42691.1,42762.39,42653.33,42681.1,465.58083,19887680.3860176,23773,2024-01-01 11:00:00+00:00
1704108600000,42681.11,42699.99,42605.21,42690.2,319.58484,13628861.4307685,16028,2024-01-01 11:30:00+00:00
1704110400000,42690.21,42739.22,42611.45,42684.15,296.54569,12654073.9601648,16701,2024-01-01 12:00:00+00:00
1704112200000,42684.16,42780.0,42643.68,42648.38,488.98282,20888615.8427986,19077,2024-01-01 12:30:00+00:00
1704114000000,42648.37,42733.81,42612.76,42717.27,273.94143,11693878.518356,15558,2024-01-01 13:00:00+00:00
1704115800000,42717.28,42748.0,42670.0,42715.54,223.26097,9536776.7397316,14104,2024-01-01 13:30:00+00:00
1704117600000,42715.54,42715.55,42580.0,42621.09,363.53018,15500376.2113554,17992,2024-01-01 14:00:00+00:00
1704119400000,42621.1,42661.89,42586.5,42612.24,347.48134,14812173.8431609,17696,2024-01-01 14:30:00+00:00
1704121200000,42612.24,42733.28,42586.51,42683.2,290.25964,12378745.004704,15499,2024-01-01 15:00:00+00:00
1704123000000,42683.21,42847.07,42601.1,42783.05,652.44199,27894082.0592289,32129,2024-01-01 15:30:00+00:00
1704124800000,42783.05,42856.0,42664.42,42723.04,607.93238,26007996.0377905,24607,2024-01-01 16:00:00+00:00
1704126600000,42723.03,42782.6,42703.39,42725.15,310.77818,13284592.7816368,15372,2024-01-01 16:30:00+00:00
1704128400000,42725.15,42781.09,42718.72,42731.11,374.73086,16021350.4226087,15969,2024-01-01 17:00:00+00:00
1704130200000,42731.12,42824.9,42704.42,42812.7,302.60592,12940829.0977289,13902,2024-01-01 17:30:00+00:00
1704132000000,42812.71,43208.86,42812.7,43063.05,1451.17842,62464541.1682713,65713,2024-01-01 18:00:00+00:00
1704133800000,43063.06,43178.65,43018.86,43111.1,692.13055,29834484.0288613,28257,2024-01-01 18:30:00+00:00
1704135600000,43111.1,43316.88,43103.64,43262.01,701.15047,30289705.5679014,29178,2024-01-01 19:00:00+00:00
1704137400000,43262.01,43550.0,43234.16,43517.99,1246.46486,54127058.0861501,49237,2024-01-01 19:30:00+00:00
1704139200000,43517.98,43757.13,43510.71,43699.56,1760.76919,76864201.0402143,51916,2024-01-01 20:00:00+00:00
1704141000000,43699.56,43829.99,43636.39,43687.86,1144.30376,50049969.3402144,36289,2024-01-01 20:30:00+00:00
1704142800000,43687.85,43792.59,43632.0,43656.15,800.95476,35019245.7965727,24781,2024-01-01 21:00:00+00:00
1704144600000,43656.14,43656.15,43480.76,43619.21,740.6365,32262386.2383303,24213,2024-01-01 21:30:00+00:00
1704146400000,43619.22,43661.1,43361.6,43471.1,702.60096,30561039.8335215,25531,2024-01-01 22:00:00+00:00
1704148200000,43471.11,43531.49,43439.17,43529.93,321.76276,13993930.0990673,14057,2024-01-01 22:30:00+00:00
1704150000000,43529.94,44000.0,43529.93,43989.99,1762.46222,77183221.3766426,59493,2024-01-01 23:00:00+00:00
1704151800000,43989.99,44184.1,43929.75,44179.55,1713.50829,75524751.1912489,55303,2024-01-01 23:30:00+00:00
1704153600000,44179.55,44844.0,44148.34,44609.79,4152.21577,184847793.5829366,152788,2024-01-02 00:00:00+00:00
1704155400000,44609.78,45200.0,44553.92,45056.0,2834.0439,127074512.8018046,99483,2024-01-02 00:30:00+00:00
1704157200000,45056.0,45372.79,44832.01,44930.24,3078.9071,138757041.675637,80171,2024-01-02 01:00:00+00:00
